Event #,GOES Flare Start Time,GOES Flare Peak Time,GOES Flare Time to Peak In Sec,Flare Class Converted,17.1 Depth [%],17.7 Depth [%],18.0 Depth [%],19.5 Depth [%],20.2 Depth [%],21.1 Depth [%],28.4 Depth [%],Quad Depth [%],17.1 Pre-Flare Irradiance [W/m2],17.7 Pre-Flare Irradiance [W/m2],18.0 Pre-Flare Irradiance [W/m2],19.5 Pre-Flare Irradiance [W/m2],20.2 Pre-Flare Irradiance [W/m2],21.1 Pre-Flare Irradiance [W/m2],28.4 Pre-Flare Irradiance [W/m2],Quad Pre-Flare Irradiance [W/m2],17.1 Duration [s],17.7 Duration [s],18.0 Duration [s],21.1 Duration [s],19.5 Duration [s],20.2 Duration [s],28.4 Duration [s],Jedi Intensity 17.1,Jedi Intensity 17.7,Jedi Intensity 18.0,Jedi Intensity 19.5,Jedi Intensity 20.2,Jedi Intensity 21.1,Jedi Intensity 28.4,Jedi Intensity Quad,Has DEMON Dimming,Intensity,Max Drop,Demon Event #,Fraction of dimming on disk,Fractional size of off-limb dimming contribution,Off-Limb Percent,Is Off-Limb
2860.0,2012-12-17 01:32:00.000,2012-12-17 02:20:00.000,2880.0,130,,0.6932246102210172,0.4512147077609896,0.9600310807257963,1.0503322981858358,,,1.6459078605097544,,4.351056971548437e-05,6.575922452611849e-05,5.5320249278641625e-05,5.037871839401002e-05,,,0.00010870046243929463,,,,,,,,,3.016259773151105e-05,2.9671529277141853e-05,5.310915870099478e-05,5.291439507043759e-05,,,0.00017891094556988035,True,-89.0,35.0,6226.0,0.000726862,0.00646443,89.89246994837646,True
2863.0,2012-12-18 16:37:00.000,2012-12-18 16:42:00.000,300.0,130,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-75.0,128.0,6231.0,0.0144174,7.73e-06,0.05358703873032687,False
2864.0,2012-12-21 23:52:00.000,2012-12-21 23:55:00.000,180.0,190,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-52.0,87.0,6238.0,0.0032361999999999994,7.72e-06,0.2379836740733434,False
2865.0,2012-12-22 03:57:00.000,2012-12-22 04:05:00.000,480.0,190,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-5.0,15.0,6239.0,0.00048676800000000005,7.73e-06,1.563201468964485,False
2876.0,2012-12-25 06:38:00.000,2012-12-25 06:43:00.000,300.0,180,,,,,,,,0.0,,,,,,3.1303752621170127e-05,,3.1303752621170127e-05,,,,,,,,,,,,,,,,True,-58.0,70.0,6245.0,0.004063000000000001,7.72e-06,0.1896470403270183,False
2877.0,2012-12-25 10:26:00.000,2012-12-25 10:39:00.000,780.0,110,,,,,,,,0.0,,,,,,3.1303752621170127e-05,,3.1303752621170127e-05,,,,,,,,,,,,,,,,True,-65.0,94.0,6246.0,7.72e-06,0.00698199,99.88955192704704,True
2878.0,2012-12-25 12:58:00.000,2012-12-25 13:04:00.000,360.0,410,,,,,,0.2679534187177983,,0.2679534187177983,,,,,,3.1303752621170127e-05,,3.1303752621170127e-05,,,,,,,,,,,,,8.387947533538776e-06,,8.387947533538776e-06,True,-14.0,24.0,6247.0,0.00260206,7.72e-06,0.2958103748208662,False
2884.0,2012-12-26 16:58:00.000,2012-12-26 17:14:00.000,960.0,160,,,2.414876324946448,,,,,2.414876324946448,,,6.501936150016263e-05,5.235339267528616e-05,,,,8.347691354201794e-05,,,,,,,,,,0.00015701371674987731,,,,,0.00020158642219222065,True,-114.0,108.0,6248.0,7.72e-06,0.010042,99.92318193939732,True
2892.0,2013-01-04 13:03:00.000,2013-01-04 13:08:00.000,300.0,120,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-15.0,39.0,6261.0,0.00153622,7.72e-06,0.5000194308068967,False
2899.0,2013-01-05 09:26:00.000,2013-01-05 09:31:00.000,300.0,1700,,,,,,,,0.0,,,,6.030104123055935e-05,5.343393058865331e-05,3.9397936537473775e-05,,8.968610770377679e-05,,,,,,,,,,,,,,,,True,-50.0,180.0,6263.0,7.72e-06,0.00370645,99.79214737074501,True
2900.0,2013-01-05 16:19:00.000,2013-01-05 16:22:00.000,180.0,130,,,,,,,,0.0,,,,6.030104123055935e-05,5.343393058865331e-05,3.9397936537473775e-05,,8.968610770377679e-05,,,,,,,,,,,,,,,,True,-35.0,9.0,6264.0,0.00307916,7.72e-06,0.2500907064738506,False
2907.0,2013-01-07 00:45:00.000,2013-01-07 01:02:00.000,1020.0,110,,,,,,,,0.0,,,,6.030104123055935e-05,5.343393058865331e-05,3.9397936537473775e-05,,8.968610770377679e-05,,,,,,,,,,,,,,,,True,-26.0,12.0,6266.0,0.00220031,7.72e-06,0.34963293071199214,False
2911.0,2013-01-07 08:44:00.000,2013-01-07 08:52:00.000,480.0,310,,,,,,,,0.0,,,,6.030104123055935e-05,5.343393058865331e-05,3.9397936537473775e-05,,8.968610770377679e-05,,,,,,,,,,,,,,,,True,-39.0,88.0,6268.0,0.00179174,0.00454114,71.7073432624651,False
2918.0,2013-01-08 05:37:00.000,2013-01-08 05:42:00.000,300.0,110,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,0.0,0.0,6272.0,2.3199999999999998e-05,7.72e-06,24.967658473479954,False
2923.0,2013-01-08 19:04:00.000,2013-01-08 19:12:00.000,480.0,400,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-41.0,49.0,6273.0,0.00011577,0.00293285,96.20254410192153,True
2926.0,2013-01-09 09:29:00.000,2013-01-09 09:56:00.000,1620.0,250,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-71.0,71.0,6274.0,7.72e-06,0.00666533,99.8843107724354,True
2928.0,2013-01-10 03:19:00.000,2013-01-10 03:26:00.000,420.0,220,,,,,,,,0.0,6.494908545088644e-05,4.8058052925625816e-05,7.244720958018054e-05,6.125325065416594e-05,,4.1792771905117356e-05,,0.00013143498326959472,,,,,,,,,,,,,,,,True,-1.0,3.0,6280.0,6.18e-05,7.72e-06,11.104718066743384,False
2929.0,2013-01-10 04:01:00.000,2013-01-10 04:04:00.000,180.0,170,,,,,,,,0.0,6.494908545088644e-05,4.8058052925625816e-05,7.244720958018054e-05,6.125325065416594e-05,,4.1792771905117356e-05,,0.00013143498326959472,,,,,,,,,,,,,,,,True,-1.0,3.0,6280.0,6.18e-05,7.72e-06,11.104718066743384,False
2932.0,2013-01-10 15:59:00.000,2013-01-10 16:05:00.000,360.0,300,,,,,,,,0.0,6.494908545088644e-05,4.8058052925625816e-05,7.244720958018054e-05,6.125325065416594e-05,,4.1792771905117356e-05,,0.00013143498326959472,,,,,,,,,,,,,,,,True,-12.0,19.0,6284.0,0.00206894,7.72e-06,0.37175079213737444,False
2933.0,2013-01-10 17:33:00.000,2013-01-10 17:46:00.000,780.0,800,,,,0.03395264854195545,,0.2288586038092433,,0.2313634432673618,6.494908545088644e-05,4.8058052925625816e-05,7.244720958018054e-05,6.125325065416594e-05,,4.1792771905117356e-05,,0.00013143498326959472,,,,660.0,600.0,,,,,,2.0797100915131987e-06,,9.564635427523328e-06,,3.0409250295041525e-05,True,-202.0,94.0,6285.0,0.0234825,0.00119651,4.84829010564038,False
2934.0,2013-01-10 19:45:00.000,2013-01-10 19:55:00.000,600.0,370,,,,,,,,0.0,6.494908545088644e-05,4.8058052925625816e-05,7.244720958018054e-05,6.125325065416594e-05,,4.1792771905117356e-05,,0.00013143498326959472,,,,,,,,,,,,,,,,True,-47.0,12.0,6286.0,0.00507136,7.72e-06,0.1519960307772274,False
2935.0,2013-01-10 21:35:00.000,2013-01-10 21:38:00.000,180.0,170,,,,,,,,0.0,6.494908545088644e-05,4.8058052925625816e-05,7.244720958018054e-05,6.125325065416594e-05,,4.1792771905117356e-05,,0.00013143498326959472,,,,,,,,,,,,,,,,True,-11.0,29.0,6287.0,0.00159025,7.72e-06,0.48311294955474765,False
2936.0,2013-01-10 23:18:00.000,2013-01-10 23:24:00.000,360.0,140,,,,,,,,0.0,6.494908545088644e-05,4.8058052925625816e-05,7.244720958018054e-05,6.125325065416594e-05,,4.1792771905117356e-05,,0.00013143498326959472,,,,,,,,,,,,,,,,2,-17.0,29.0,6288.0,0.00104229,7.72e-06,0.7352310930372093,False
2937.0,2013-01-10 23:43:00.000,2013-01-10 23:47:00.000,240.0,140,,,,,,,,0.0,6.494908545088644e-05,4.8058052925625816e-05,7.244720958018054e-05,6.125325065416594e-05,,4.1792771905117356e-05,,0.00013143498326959472,,,,,,,,,,,,,,,,2,-43.0,56.0,6289.0,0.00212317,0.00101912,32.43239802818964,False
2938.0,2013-01-11 00:47:00.000,2013-01-11 00:51:00.000,240.0,170,,,,,,,,0.0,6.494908545088644e-05,4.8058052925625816e-05,7.244720958018054e-05,6.125325065416594e-05,,4.1792771905117356e-05,,0.00013143498326959472,,,,,,,,,,,,,,,,True,-12.0,38.0,6290.0,0.00121221,7.72e-06,0.6328231947734707,False
2946.0,2013-01-11 14:21:00.000,2013-01-11 14:24:00.000,180.0,150,,,,,,,,0.0,6.494908545088644e-05,4.8058052925625816e-05,7.244720958018054e-05,6.125325065416594e-05,,4.1792771905117356e-05,,0.00013143498326959472,,,,,,,,,,,,,,,,True,-524.0,21.0,6293.0,0.0350648,7.72e-06,0.02201153495671255,False
2950.0,2013-01-11 21:03:00.000,2013-01-11 21:08:00.000,300.0,290,0.1657854631204998,0.027694029644472096,0.11998910704763333,0.31677763447462226,,0.8209926746024685,,0.9038950195262545,6.494908545088644e-05,4.8058052925625816e-05,7.244720958018054e-05,6.125325065416594e-05,,4.1792771905117356e-05,,0.00013143498326959472,,,1320.0,,,,,1.0767614210728124e-05,1.3309211423778903e-06,8.69287598561861e-06,1.9403659846107794e-05,,3.43115595854332e-05,,0.00011880342676890325,True,-9.0,3.0,6294.0,0.00135094,7.72e-06,0.5682069097493119,False
2951.0,2013-01-12 02:10:00.000,2013-01-12 02:24:00.000,840.0,530,,,,,,,,0.0,6.494908545088644e-05,4.8058052925625816e-05,7.244720958018054e-05,6.125325065416594e-05,,4.1792771905117356e-05,,0.00013143498326959472,,,,,,,,,,,,,,,,True,-39.0,28.0,6296.0,0.00474223,7.72e-06,0.16252802661080645,False
2953.0,2013-01-12 04:20:00.000,2013-01-12 04:25:00.000,300.0,210,1.6024518219548467,1.7371824464928114,1.450588919354464,1.4552187084412855,,1.6061730287483087,,3.5195619322181484,6.494908545088644e-05,4.8058052925625816e-05,7.244720958018054e-05,6.125325065416594e-05,,4.1792771905117356e-05,,0.00013143498326959472,,,,,,,,0.000104077780315074,8.348560595501967e-05,0.00010509111945516047,8.913687630478569e-05,,6.712642303062956e-05,,0.0004625935636773948,True,-87.0,89.0,6297.0,0.0129167,7.73e-06,0.05980921402336506,False
2957.0,2013-01-12 19:26:00.000,2013-01-12 19:33:00.000,420.0,390,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-252.0,29.0,6300.0,0.0436202,7.72e-06,0.017695090666710676,False
2961.0,2013-01-13 00:45:00.000,2013-01-13 00:50:00.000,300.0,1000,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,2,-36.0,76.0,6302.0,0.00218558,7.72e-06,0.35198103314640045,False
2962.0,2013-01-13 01:42:00.000,2013-01-13 01:48:00.000,360.0,190,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-10.0,20.0,6304.0,0.00190001,7.72e-06,0.40466942387025423,False
2963.0,2013-01-13 06:53:00.000,2013-01-13 06:58:00.000,300.0,270,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-13.0,23.0,6306.0,7.73e-06,0.00363142,99.78758776087822,True
2964.0,2013-01-13 08:35:00.000,2013-01-13 08:38:00.000,180.0,1700,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-60.0,37.0,6307.0,0.00829824,7.73e-06,0.09306559017188842,False
2966.0,2013-01-13 11:49:00.000,2013-01-13 11:53:00.000,240.0,170,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-32.0,17.0,6308.0,0.0013595,0.00248727,64.65866168239847,False
2973.0,2013-01-14 01:15:00.000,2013-01-14 01:22:00.000,420.0,650,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-331.0,88.0,6312.0,0.0235489,7.72e-06,0.03277210397756554,False
2974.0,2013-01-14 04:13:00.000,2013-01-14 04:17:00.000,240.0,150,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-30.0,16.0,6313.0,0.0048058,7.73e-06,0.16058900640486296,False
2975.0,2013-01-14 04:50:00.000,2013-01-14 04:54:00.000,240.0,180,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-97.0,31.0,6314.0,0.010739799999999999,7.73e-06,0.07192350242334752,False
2978.0,2013-01-14 17:13:00.000,2013-01-14 17:20:00.000,420.0,130,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-5.0,7.0,6317.0,0.00104243,7.72e-06,0.7351330762272058,False
2979.0,2013-01-15 05:52:00.000,2013-01-15 05:56:00.000,240.0,220,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-97.0,73.0,6321.0,0.011097599999999999,7.73e-06,0.06960621611424427,False
2980.0,2013-01-15 06:26:00.000,2013-01-15 06:59:00.000,1980.0,110,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-500.0,79.0,6322.0,0.0299508,0.00674762,18.386677137598838,False
2981.0,2013-01-15 07:17:00.000,2013-01-15 07:33:00.000,960.0,100,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-500.0,79.0,6322.0,0.0299508,0.00674762,18.386677137598838,False
2982.0,2013-01-15 08:51:00.000,2013-01-15 09:14:00.000,1380.0,140,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-42.0,37.0,6323.0,7.73e-06,0.00651478,99.88148734152956,True
2989.0,2013-01-18 16:50:00.000,2013-01-18 17:07:00.000,1020.0,580,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-191.0,127.0,6330.0,0.0113655,0.00772636,40.46939376257734,False
2991.0,2013-01-19 03:44:00.000,2013-01-19 03:51:00.000,420.0,110,0.4240639258488912,0.8969756148457066,1.2617179083887429,,,,,1.6050942486916684,6.13866577623412e-05,4.523202369455248e-05,6.804638784766819e-05,,,,,0.00010219867229005789,,,,,,,,2.603186708544072e-05,4.0572022264136786e-05,8.585534614856907e-05,,,,,0.0001640385011166965,True,-26.0,36.0,6331.0,0.00179376,7.73e-06,0.4290892538953866,False
2995.0,2013-01-31 04:30:00.000,2013-01-31 04:34:00.000,240.0,110,,0.1986817920673758,0.26202889186191936,0.10607924135706814,,,,0.34552337130269567,,4.1341272056646026e-05,6.24838309401336e-05,4.975735040109915e-05,4.4107098801759996e-05,2.73348335516251e-05,,0.00010383522096648058,,5700.0,15420.0,,1860.0,,,,8.213758018559359e-06,1.637256898053072e-05,5.278221982486409e-06,,,,3.587749560829872e-05,True,-23.0,45.0,6337.0,0.00169782,7.75e-06,0.45439354585270614,False
2996.0,2013-02-02 05:02:00.000,2013-02-02 05:11:00.000,540.0,120,,,,,,,0.5194091823161413,0.5194091823161413,,,,,,,5.678011681690501e-05,5.678011681690501e-05,,,,,,,4740.0,,,,,,,2.9492114047683615e-05,2.9492114047683615e-05,True,-2.0,5.0,6343.0,6.21e-05,7.76e-06,11.107930146006296,False
3001.0,2013-02-03 17:29:00.000,2013-02-03 18:01:00.000,1920.0,150,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-342.0,202.0,6344.0,0.018184099999999998,7.75e-06,0.04260149462534047,False
3004.0,2013-02-05 08:12:00.000,2013-02-05 08:19:00.000,420.0,630,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-66.0,39.0,6345.0,7.77e-06,0.00795272,99.90239294314797,True
3005.0,2013-02-06 00:04:00.000,2013-02-06 00:21:00.000,1020.0,870,,,,1.0050583072437471,1.1631525793821709,,,1.537226763975655,,,,5.189910492238898e-05,4.799781042189958e-05,,,7.069163244006854e-05,,,,,,,,,,,5.216162654076189e-05,5.582877699692894e-05,,,0.000108669069376003,True,-593.0,837.0,6346.0,0.0254521,7.76e-06,0.03047935063272147,False
3011.0,2013-02-17 00:31:00.000,2013-02-17 00:36:00.000,300.0,100,,,,0.1502939536553618,0.2346881290201679,,,0.27868762155565324,,4.0947265612582363e-05,6.22931571948963e-05,5.1398686385558286e-05,4.716796805344833e-05,,,0.00010209680781938055,,,,,3960.0,,,,,,7.724911789577572e-06,1.1069762172146839e-05,,,2.8453116539607788e-05,True,-144.0,64.0,6359.0,0.000202688,0.0149989,98.66666561414506,True
3012.0,2013-02-17 15:26:00.000,2013-02-17 15:40:00.000,840.0,250,,,,,,,,0.0,5.5816284051009767e-05,4.14175386443579e-05,6.299828237388283e-05,5.137901583414836e-05,4.651883743160094e-05,,,0.00011663386797475572,,,,,,,,,,,,,,,,True,-67.0,81.0,6362.0,0.0085051,7.8e-06,0.09162565048338403,False
3013.0,2013-02-17 15:45:00.000,2013-02-17 15:50:00.000,300.0,1900,0.16241005842140946,0.15886855069840067,0.18827324685485536,0.2093287730676429,0.38795409600778186,,,0.5304620389829466,5.5816284051009767e-05,4.14175386443579e-05,6.299828237388283e-05,5.137901583414836e-05,4.651883743160094e-05,,,0.00011663386797475572,3180.0,,,,,,,9.06512595359048e-06,6.579944337924141e-06,1.1860891168809925e-05,1.0755106345985272e-05,1.8047173523109708e-05,,,6.186983942035672e-05,True,-67.0,81.0,6362.0,0.0085051,7.8e-06,0.09162565048338403,False
3015.0,2013-02-18 02:36:00.000,2013-02-18 02:41:00.000,300.0,100,2.2475810706439017,2.7627344244072574,2.7332676474757203,3.48972898689984,4.202038511565494,,,7.070389682071822,5.5816284051009767e-05,4.14175386443579e-05,6.299828237388283e-05,5.137901583414836e-05,4.651883743160094e-05,,,0.00011663386797475572,,,,,,,,0.00012545162346673267,0.00011442565978698545,0.00017219116705907386,0.0001792988408748134,0.0001954739464008416,,,0.0008246468967088398,True,-19.0,32.0,6364.0,0.00234009,7.8e-06,0.3322131786412481,False
3029.0,2013-03-05 07:47:00.000,2013-03-05 07:54:00.000,420.0,1200,,,0.08906753390037991,,,,,0.08906753390037991,,,6.5524431799228e-05,5.422347264053921e-05,,,,8.505078569778756e-05,,,,,,,,,,5.836099550580872e-06,,,,,7.575263738391641e-06,True,-156.0,85.0,6438.0,0.0211597,0.000275107,1.283459188599179,False
3030.0,2013-03-05 20:38:00.000,2013-03-05 20:44:00.000,360.0,110,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-104.0,103.0,6447.0,0.00694995,7.85e-06,0.11282301877030095,False
3035.0,2013-03-12 22:42:00.000,2013-03-12 22:46:00.000,240.0,360,,,,,,,,0.0,,,,,5.035419235355221e-05,3.674015169963241e-05,,6.233284394675521e-05,,,,,,,,,,,,,,,,True,-509.0,81.0,6535.0,0.0594191,0.00993471,14.324678053015399,False
3042.0,2013-03-15 15:09:00.000,2013-03-15 15:17:00.000,480.0,100,0.28280762252077096,1.1072248393024482,0.5031747286726578,0.6583772298732633,,,2.7249209866521857,3.0688380152774597,5.936560046393424e-05,4.364451645718268e-05,6.507742849256222e-05,5.437651392033634e-05,,,7.72977145970799e-05,0.00013636690207850826,13680.0,16080.0,9000.0,,,,,1.6789044326723222e-05,4.832429272073715e-05,3.274531742445928e-05,3.580025860503598e-05,,,0.00021063016472583403,0.000418487933124145,True,-250.0,45.0,6569.0,0.028096299999999998,7.9e-06,0.028109677557091116,False
3043.0,2013-03-16 04:20:00.000,2013-03-16 04:28:00.000,480.0,260,,,,,,,,0.0,5.964246520306915e-05,4.401684782351367e-05,6.624514207942411e-05,,,,,9.941390947418154e-05,,,,,,,,,,,,,,,,True,-330.0,95.0,6577.0,0.0392484,7.91e-06,0.02014962690074538,False
3048.0,2013-03-17 14:40:00.000,2013-03-17 14:49:00.000,540.0,100,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-81.0,80.0,6589.0,0.0068857,7.91e-06,0.11474394402932572,False
3071.0,2013-03-21 21:42:00.000,2013-03-21 22:04:00.000,1320.0,1600,,,,,,2.70691252083362,,2.70691252083362,,,,,,2.7463317868144557e-05,,2.7463317868144557e-05,,,,,,,,,,,,,7.434079900091419e-05,,7.434079900091419e-05,True,-407.0,157.0,6613.0,0.000126772,0.033554900000000006,99.62361725985576,True
3083.0,2013-04-05 06:06:00.000,2013-04-05 06:50:00.000,2640.0,210,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-52.0,59.0,6720.0,0.00626879,8e-06,0.1274536825351812,False
3084.0,2013-04-05 17:34:00.000,2013-04-05 17:48:00.000,840.0,2200,,,,,,0.8227240823372739,,0.8227240823372739,,,,,,3.880497994638669e-05,,3.880497994638669e-05,,,,,,,,,,,,,3.19257915165073e-05,,3.19257915165073e-05,True,-29.0,35.0,6729.0,7.99e-06,0.00431417,99.81513872693283,True
3095.0,2013-04-07 15:55:00.000,2013-04-07 16:00:00.000,300.0,310,,,,,,,,0.0,,,,,5.348281653520341e-05,,,5.348281653520341e-05,,,,,,,,,,,,,,,,True,-29.0,48.0,6750.0,0.00182374,8e-06,0.436743205913503,False
3100.0,2013-04-09 07:17:00.000,2013-04-09 07:24:00.000,420.0,220,,,,,,,,0.0,6.451197259593755e-05,4.7435924595144265e-05,,,,,8.347949187736958e-05,0.00011567535223425526,,,,,,,,,,,,,,,,2,-1.0,3.0,6782.0,0.000120219,8.01e-06,6.246636876213649,False
3102.0,2013-04-09 11:32:00.000,2013-04-09 11:41:00.000,540.0,160,,,,,,,,0.0,6.451197259593755e-05,4.7435924595144265e-05,,,,,8.347949187736958e-05,0.00011567535223425526,,,,,,,,,,,,,,,,True,-43.0,80.0,6787.0,8.01e-06,0.00390991,99.79555478417119,True
3110.0,2013-04-10 12:54:00.000,2013-04-10 12:58:00.000,240.0,120,2.704322005802334,2.178490285013183,,,,,,3.4726326372024405,6.451197259593755e-05,4.7435924595144265e-05,,,,,8.347949187736958e-05,0.00011567535223425526,,,,,,,,0.00017446114712891105,0.00010333870089113967,,,,,,0.0004016980034885631,True,-200.0,251.0,6796.0,0.0123271,8.02e-06,0.0650176082599926,False
3114.0,2013-04-10 23:30:00.000,2013-04-10 23:38:00.000,480.0,390,,,,,,,,0.0,6.451197259593755e-05,4.7435924595144265e-05,,,,,8.347949187736958e-05,0.00011567535223425526,,,,,,,,,,,,,,,,True,-448.0,54.0,6830.0,0.0495532,0.00117124,2.30902499860028,False
3117.0,2013-04-11 10:09:00.000,2013-04-11 10:13:00.000,240.0,420,,,,,,,,0.0,6.451197259593755e-05,4.7435924595144265e-05,,,,,8.347949187736958e-05,0.00011567535223425526,,,,,,,,,,,,,,,,True,-61.0,74.0,6821.0,0.00358593,8.02e-06,0.22315279845295566,False
3124.0,2013-04-12 17:03:00.000,2013-04-12 17:24:00.000,1260.0,140,,,,,,,,0.0,6.127498879019792e-05,4.555473302995475e-05,6.848488313456376e-05,,,,,0.00010256723244108806,,,,,,,,,,,,,,,,True,-115.0,31.0,6836.0,8.02e-06,0.011976899999999999,99.9330825737677,True
3125.0,2013-04-12 18:00:00.000,2013-04-12 18:15:00.000,900.0,110,,,,,,,,0.0,6.127498879019792e-05,4.555473302995475e-05,6.848488313456376e-05,,,,,0.00010256723244108806,,,,,,,,,,,,,,,,True,-115.0,31.0,6836.0,8.02e-06,0.011976899999999999,99.9330825737677,True
3127.0,2013-04-12 19:52:00.000,2013-04-12 20:38:00.000,2760.0,3300,,,,,,,,0.0,6.127498879019792e-05,4.555473302995475e-05,6.848488313456376e-05,,,,,0.00010256723244108806,,,,,,,,,,,,,,,,True,-1.0,4.0,6841.0,9.63e-05,8.02e-06,7.6878834355828225,False
3133.0,2013-04-15 13:58:00.000,2013-04-15 14:03:00.000,300.0,120,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-23.0,16.0,6869.0,0.00194479,8.04e-06,0.41171018470629805,False
3139.0,2013-04-16 21:17:00.000,2013-04-16 21:32:00.000,900.0,350,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-75.0,69.0,6879.0,0.00492896,8.04e-06,0.16285193437310108,False
3148.0,2013-04-20 02:26:00.000,2013-04-20 02:31:00.000,300.0,140,,,,,,,,0.0,5.604572773639424e-05,3.9832274827252455e-05,5.8780641362924754e-05,4.609820098266938e-05,,,,0.00010152803380491105,,,,,,,,,,,,,,,,True,-68.0,31.0,6901.0,0.00616672,8.06e-06,0.13053096628543853,False
3150.0,2013-04-20 07:54:00.000,2013-04-20 08:02:00.000,480.0,140,0.20225787188892053,,,0.07795183662417493,,,,0.21675962625479184,5.604572773639424e-05,3.9832274827252455e-05,5.8780641362924754e-05,4.609820098266938e-05,,,,0.00010152803380491105,2520.0,,,,2520.0,,,1.1335689620428946e-05,,,3.593439431669424e-06,,,,2.2007178661936392e-05,True,-89.0,145.0,6906.0,0.00701505,8.06e-06,0.11476397208644035,False
3155.0,2013-04-21 01:02:00.000,2013-04-21 01:09:00.000,420.0,360,,,,,,,,0.0,5.6167950485056885e-05,4.013399423759741e-05,5.918952228967101e-05,,,,,9.093390843923275e-05,,,,,,,,,,,,,,,,True,-30.0,40.0,6917.0,0.00471725,8.06e-06,0.17057081969225302,False
3166.0,2013-04-21 18:35:00.000,2013-04-21 18:39:00.000,240.0,450,,,,,,,,0.0,5.6167950485056885e-05,4.013399423759741e-05,5.918952228967101e-05,,,,,9.093390843923275e-05,,,,,,,,,,,,,,,,True,-4.0,5.0,6924.0,0.000233786,8.06e-06,3.3326993210555482,False
3167.0,2013-04-21 19:59:00.000,2013-04-21 20:15:00.000,960.0,270,0.10241595473528163,0.018978950460947885,0.3170250194807593,,,,,0.33369760460889464,5.6167950485056885e-05,4.013399423759741e-05,5.918952228967101e-05,,,,,9.093390843923275e-05,4320.0,5100.0,35100.0,,,,,5.752494274451126e-06,7.617010884353292e-07,1.876455945693979e-05,,,,,3.0344427423896518e-05,True,-252.0,70.0,6928.0,0.028097399999999998,8.06e-06,0.02867770177040333,False
3179.0,2013-04-23 18:10:00.000,2013-04-23 18:33:00.000,1380.0,300,,,,,,,,0.0,,,,,,,5.8405037028326966e-05,5.8405037028326966e-05,,,,,,,,,,,,,,,,True,-85.0,37.0,6954.0,0.0017512,0.011733799999999999,87.01371894697813,True
3180.0,2013-04-23 19:29:00.000,2013-04-23 19:34:00.000,300.0,180,,,,,,,,0.0,,,,,,,5.8405037028326966e-05,5.8405037028326966e-05,,,,,,,,,,,,,,,,True,-37.0,41.0,6955.0,0.00216284,8.07e-06,0.3717335126744084,False
3185.0,2013-04-24 09:57:00.000,2013-04-24 10:07:00.000,600.0,160,,,,,,,,0.0,,,,,,,5.8405037028326966e-05,5.8405037028326966e-05,,,,,,,,,,,,,,,,True,-116.0,160.0,6964.0,0.00605811,8.08e-06,0.13319727868728148,False
3191.0,2013-04-25 01:57:00.000,2013-04-25 02:23:00.000,1560.0,200,,,,,,,,0.0,,,,,,,5.8405037028326966e-05,5.8405037028326966e-05,,,,,,,,,,,,,,,,True,-47.0,30.0,6976.0,0.000105053,0.00566478,98.17927139312351,True
3192.0,2013-04-25 03:30:00.000,2013-04-25 03:41:00.000,660.0,150,,,,,,,,0.0,,,,,,,5.8405037028326966e-05,5.8405037028326966e-05,,,,,,,,,,,,,,,,True,-39.0,31.0,6979.0,8.08e-06,0.00747692,99.89205076820308,True
