Year,Month,Day,Intensity,Start,Peak Time,End,Event #,Max Drop,Lat,Lon,dist.R,AR#,Count,Flare
Year,Month,Day,intensity,start, peak,end,event #,max_drop,lat,lon,dist.R,AR#,count,flare
2012,5,10,-59,20:32,20:32,21:12,5571,30,24,-7,0.47,AR 1476,28,M2
2012,5,10,-19,19:48,19:48,20:12,5570,51,8,-4,0.2,AR 1476,21,C1
2012,5,10,-2,17:56,17:56,18:20,5569,1,,,,AR 1476,21,C2
2012,5,10,-13,17:22,17:22,17:46,5568,6,,,,AR 1476,21,C3
2012,5,10,-201,9:06,9:10,10:36,5567,17,,,,AR 1476,54,
2012,5,10,-6,5:44,5:48,6:18,5566,8,8,-19,0.38,AR 1476,26,
2012,5,10,-86,4:24,4:28,5:20,5565,136,19,-16,0.46,AR 1476,37,M5
2012,5,10,-172,0:30,0:48,1:20,5564,114,8,10,0.27,AR 1474,34,B4
2012,5, 9,-12,22:30,22:30,22:56,5563,14,,,,AR 1476,22,C1
2012,5, 9,-213,20:56,21:10,21:50,5562,170,23,-53,0.86,,35,M4
2012,5, 9,-67,14:46,14:46,15:12,5561,90,7,-21,0.4,AR 1476,22,
2012,5, 9,-165,12:36,12:38,13:50,5560,115,18,-27,0.56,AR 1476,46,M4
2012,5, 8,-119,15:40,15:50,16:24,5559,91,,,1.07,,31,
2012,5, 8,-46,13:14,13:16,13:46,5558,49,20,-39,0.72,AR 1476,25,M2
2012,5, 8,-410,9:38,9:46,10:38,5557,436,14,2,0.31,AR 1474,39,C2
2012,5, 7,-337,21:08,21:26,22:02,5556,105,8,-22,0.42,AR 1475,36,
2012,5, 7,-5,17:34,17:36,18:02,5555,6,18,-60,0.9,AR 1476,23,C5
2012,5, 7,-343,14:02,14:22,15:24,5554,490,-17,44,0.71,AR 1471,50,M2
2012,5, 7,-50,9:10,9:16,9:44,5553,61,-3,-10,0.18,AR 1475,26,
2012,5, 7,-73,8:16,8:20,9:04,5552,109,4,-23,0.41,AR 1475,33,B9
2012,5, 7,-15,7:12,7:12,7:36,5551,13,6,-67,0.94,AR 1476,21,C5
2012,5, 7,-463,0:56,1:12,1:52,5550,154,-18,38,0.65,AR 1471,37,B8
2012,5, 6,-112,22:36,22:38,23:06,5549,58,-16,30,0.54,AR 1471,24,B7
2012,5, 6,-142,4:54,4:54,5:48,5548,27,-15,27,0.49,AR 1471,36,C3
2012,5, 5,-91,21:04,21:06,21:40,5547,41,42,51,0.92,,27,B4
2012,5, 5,-105,17:44,17:48,18:38,5546,81,16,-33,0.62,AR 1474,36,C4
2012,5, 5,-58,9:42,9:46,10:20,5545,30,,,1.07,,28,C7
2012,5, 5,-21,8:08,8:08,8:32,5544,11,-16,12,0.29,AR 1471,21,C2
2012,5, 5,-295,6:12,6:32,7:00,5543,134,-18,14,0.34,AR 1471,33,
2012,5, 4,-62,23:58,23:58,0:24,5542,188,-33,63,0.92,AR 1469,22,C1
2012,5, 4,-156,20:42,20:54,21:36,5541,70,11,-49,0.78,AR 1475,35,
2012,5, 4,-33,3:00,3:00,3:24,5540,78,-30,51,0.83,AR 1469,21,
2012,5, 3,-84,23:06,23:06,23:32,5539,86,-31,49,0.81,AR 1469,22,
2012,5, 3,-61,18:04,18:04,18:32,5538,60,-37,52,0.86,AR 1469,23,
2012,5, 3,-251,13:42,13:58,14:38,5537,238,,,1.07,,37,
2012,5, 2,-149,20:54,21:32,21:58,5536,42,,,1.1,,40,
2012,5, 2,-335,18:04,18:40,19:24,5535,40,-28,35,0.66,AR 1469,49,
2012,5, 2,-149,11:44,11:44,12:34,5534,136,,,1.11,,34,C5
2012,5, 1,-112,21:14,21:18,21:56,5533,53,,,1.13,,30,B7
2012,5, 1,-12,8:22,8:22,8:46,5532,11,-13,15,0.3,AR 1469,21,
2012,5, 1,-66,5:26,5:28,6:02,5531,60,,,1.16,,27,
2012,5, 1,-206,4:20,4:54,5:20,5530,57,-29,-19,0.52,AR 1472,39,C3
2012,5, 1,-19,0:00,0:00,0:26,5529,13,,,,AR 1467,22,
2012,4,30,-22,15:22,15:22,15:46,5528,43,,,1.07,,21,
2012,4,30,-69,9:08,9:08,10:00,5527,87,,,1.06,,35,C1
2012,4,30,-255,7:08,7:36,8:28,5526,48,,,1.12,,49,C6
2012,4,29,-64,13:52,14:02,14:30,5524,61,,,1.06,,28,
2012,4,29,-258,8:38,8:48,9:46,5523,94,24,-59,0.91,,43,
2012,4,28,-69,22:16,22:16,22:58,5522,163,2,-22,0.4,AR 1467,30,B4
2012,4,28,-24,20:24,20:26,20:54,5521,37,,,,AR 1467,24,B4
2012,4,28,-96,18:38,18:38,19:06,5520,40,-22,-14,0.38,AR 1469,23,
2012,4,28,-10,15:40,15:40,16:04,5519,5,,,,AR 1467,21,
2012,4,28,-32,6:30,6:30,7:00,5518,21,,,1.07,,24,
2012,4,28,-115,1:38,1:46,2:18,5517,379,,,1.02,,29,C1
2012,4,27,-59,19:30,19:34,20:02,5516,29,,,1.14,,25,
2012,4,27,-165,17:20,17:34,18:08,5515,43,25,-78,1,,33,
2012,4,27,-310,13:02,13:38,14:46,5514,49,19,35,0.68,AR 1466,61,C1
2012,4,27,-150,8:28,8:38,9:12,5513,264,15,31,0.59,AR 1466,31,M1
2012,4,24,-13,12:08,12:08,12:32,5512,42,-11,17,0.31,AR 1465,21,C1
2012,4,24,-106,7:46,7:56,8:54,5511,106,,,1.16,,43,C4
2012,4,23,-131,17:46,18:02,19:24,5510,46,11,12,0.34,,58,C2
2012,4,23,-112,14:08,14:10,15:08,5508,88,7,6,0.22,AR 1465,39,
2012,4,23,-101,13:16,13:16,13:44,5507,101,9,15,0.35,AR 1459,23,
2012,4,23,-3,2:10,2:10,2:34,5506,6,,,,AR 1465,21,C1
2012,4,22,-11,21:18,21:22,21:46,5505,8,-18,-22,0.43,AR 1465,23,C1
2012,4,22,-79,14:08,14:10,14:58,5504,84,,,1.07,,34,C1
2012,4,22,-95,10:46,11:00,11:24,5503,43,10,35,0.62,AR 1460,28,
2012,4,22,-155,8:26,8:30,9:08,5502,39,12,-19,0.44,AR 1461,30,B7
2012,4,21,-41,10:04,10:04,10:32,5501,13,-12,-36,0.6,AR 1465,23,
2012,4,21,-1,1:44,1:44,2:08,5500,3,,,,AR 1459,21,C1
2012,4,20,-16,20:58,21:02,21:26,5499,14,-19,-48,0.76,,22,C1
2012,4,20,-110,15:06,15:06,15:44,5498,40,-30,61,0.9,AR 1463,28,B7
2012,4,19,-36,21:28,21:28,21:52,5497,37,,,1.1,,21,
2012,4,19,-287,16:58,17:12,18:00,5496,162,-17,-68,0.93,,40,
2012,4,19,-556,14:20,14:58,15:50,5495,55,-30,43,0.74,AR 1463,54,C3
2012,4,19,-25,12:54,12:54,13:18,5494,17,3,78,0.99,,21,
2012,4,19,-114,11:18,11:24,12:12,5493,72,-32,19,0.54,AR 1462,36,C9
2012,4,19,-168,10:20,10:24,11:04,5492,110,-11,50,0.77,AR 1463,31,
2012,4,19,-35,7:28,7:30,7:58,5491,12,-23,37,0.65,AR 1463,24,
2012,4,19,-323,6:10,6:12,7:12,5490,324,-21,43,0.71,AR 1463,40,
2012,4,19,-72,3:08,3:08,3:36,5489,156,-29,38,0.68,AR 1463,23,C5
2012,4,18,-82,23:16,23:20,23:50,5488,27,,,1.08,,26,B5
2012,4,18,-55,21:40,21:42,22:08,5487,77,-28,28,0.58,AR 1462,23,
2012,4,18,-50,12:48,12:48,13:12,5486,102,-27,32,0.62,AR 1462,21,M1
2012,4,18,-78,9:48,9:52,10:22,5485,86,-28,8,0.42,AR 1462,26,B5
2012,4,18,-21,3:16,3:16,3:54,5484,30,,,,AR 1462,28,C2
2012,4,18,-17,2:44,2:44,3:10,5483,40,-25,-27,0.55,AR 1459,22,C2
2012,4,17,-43,23:50,23:50,0:14,5482,36,18,-4,0.41,AR 1457,21,
2012,4,17,-111,7:36,7:50,8:32,5481,48,,,1.11,,37,
2012,4,17,-152,6:32,6:44,7:12,5480,105,-38,1,0.54,,29,
2012,4,16,-69,19:32,19:38,20:18,5479,20,,,1.04,,32,
2012,4,16,-113,17:28,17:54,18:34,5478,94,,,1.08,,42,M3
2012,4,16,-79,16:42,16:44,17:12,5477,48,5,-49,0.77,AR 1458,24,
2012,4,16,-6,14:42,14:42,15:14,5476,3,,,,AR 1454,25,B4
2012,4,16,-16,4:18,4:20,4:50,5475,14,,,,AR 1454,25,
2012,4,16,-28,1:44,1:44,2:10,5474,41,-35,-21,0.59,,22,
2012,4,16,-46,0:22,0:22,0:46,5473,31,0,47,0.74,AR 1455,21,
2012,4,15,-8,18:02,18:02,18:26,5472,7,,,,AR 1457,21,
2012,4,15,-26,10:34,10:38,11:04,5471,17,-13,-18,0.34,,24,
2012,4,15,-49,10:02,10:02,10:28,5470,23,-17,-10,0.27,,22,B7
2012,4,15,-466,8:26,8:48,9:46,5469,283,-12,-17,0.31,,49,
2012,4,15,-29,2:22,2:24,3:28,5468,20,,,1.06,,42,
2012,4,14,-182,7:38,8:02,8:28,5467,97,13,40,0.7,AR 1455,34,
2012,4,14,-31,2:08,2:10,2:34,5466,15,3,20,0.37,AR 1455,22,
2012,4,13,-67,17:14,17:36,17:42,5465,101,-21,27,0.51,AR 1456,23,
2012,4,13,-127,4:24,4:32,5:04,5464,43,-34,-53,0.84,AR 1454,29,
2012,4,12,-142,1:54,2:06,2:52,5463,42,,,1.1,,38,
2012,4, 9,-43,16:54,17:00,17:30,5461,23,,,1.04,,27,
2012,4, 9,-157,12:08,12:10,13:20,5460,59,16,64,0.93,AR 1450,45,
2012,4, 9,-86,1:26,1:30,2:04,5459,109,,,1.05,,28,C3
2012,4, 8,-318,0:52,1:20,1:52,5458,178,,,1.05,,39,
2012,4, 7,-185,18:32,18:48,19:30,5457,47,0,64,0.91,AR 1450,38,
2012,4, 6,-21,5:40,5:40,6:04,5456,96,25,-70,0.97,,21,
2012,4, 5,-419,20:46,21:08,22:06,5455,405,23,33,0.7,AR 1450,48,C1
2012,4, 5,-149,16:26,16:30,17:16,5454,178,10,25,0.51,AR 1450,34,C3
2012,4, 4,-12,21:06,21:06,21:32,5453,17,,,,AR 1450,22,
2012,4, 2,-253,22:02,22:10,23:06,5452,51,20,-13,0.5,AR 1450,41,
2012,4, 2,-94,8:12,8:14,9:04,5451,15,22,-21,0.58,AR 1450,35,
2012,4, 1,-74,16:14,16:14,16:40,5450,85,-27,38,0.67,AR 1445,22,
2012,3,31,-102,21:40,21:46,22:16,5449,64,,,1.08,,27,
2012,3,31,-77,5:26,5:34,6:02,5448,52,16,47,0.8,AR 1443,27,
2012,3,30,-245,14:14,14:28,15:36,5447,180,26,-69,0.97,,50,
2012,3,29,-41,23:26,23:26,23:58,5446,45,,,,AR 1445,25,
2012,3,29,0,13:30,13:30,13:54,5445,0,,,,AR 1445,21,C2
2012,3,29,-26,10:00,10:02,10:26,5444,67,,,1.15,,22,B9
2012,3,28,-29,22:28,22:44,22:52,5443,12,24,29,0.67,AR 1442,21,
2012,3,28,-266,17:04,17:10,18:24,5442,146,-38,-34,0.7,AR 1445,49,
2012,3,28,-111,8:24,8:24,9:08,5441,80,-21,23,0.45,AR 1438,29,
2012,3,28,-156,1:06,1:32,2:04,5440,57,,,1.08,,38,
2012,3,28,-4,0:28,0:30,0:56,5439,11,,,,AR 1442,23,B6
2012,3,27,-67,21:48,21:52,22:30,5438,87,,,1.07,,30,
2012,3,27,-172,4:40,5:12,5:40,5437,90,19,5,0.44,AR 1444,39,
2012,3,27,-163,3:52,3:54,4:30,5436,36,21,10,0.49,AR 1444,28,
2012,3,27,-120,3:04,3:08,3:46,5435,40,24,4,0.52,AR 1444,30,C7
2012,3,26,-652,22:24,23:14,0:16,5434,702,,,1.06,,65,B9
2012,3,26,-20,12:44,12:44,13:14,5433,40,,,1.09,,24,
2012,3,26,-39,8:08,8:08,8:32,5432,18,19,-4,0.45,AR 1444,15,
2012,3,25,-69,23:58,0:06,0:32,5431,32,8,-11,0.33,AR 1444,26,
2012,3,25,-320,14:48,14:56,15:34,5430,267,-15,-10,0.22,AR 1438,32,
2012,3,25,-99,1:44,2:00,2:30,5429,81,,,1.03,,32,C3
2012,3,25,-129,0:28,0:34,1:20,5428,86,22,-29,0.66,AR 1444,35,C4
2012,3,24,-204,8:42,9:02,9:48,5427,135,,,1.1,,40,M1
2012,3,23,-20,19:52,19:52,20:26,5426,13,,,,,26,C8
2012,3,23,-59,10:52,11:04,11:28,5425,57,,,1.11,,27,
2012,3,21,-38,15:58,16:04,16:28,5424,43,-30,25,0.55,,24,C1
2012,3,19,-76,22:12,22:28,22:58,5423,44,-21,52,0.8,AR 1434,32,C6
2012,3,18,-59,11:26,11:26,11:52,5422,44,-25,28,0.53,AR 1434,22,
2012,3,18,-42,8:30,8:30,8:54,5421,26,16,56,0.87,AR 1432,15,
2012,3,18,-120,2:38,2:40,3:32,5420,122,-20,23,0.43,AR 1434,36,C2
2012,3,17,-488,23:02,0:30,1:32,5419,148,,,1.07,,84,
2012,3,17,-123,20:40,20:48,21:30,5418,243,-20,21,0.42,AR 1434,33,M3
2012,3,16,-105,19:32,19:38,20:24,5417,123,,,1.05,,35,
2012,3,16,-2,13:28,13:28,13:52,5416,2,,,,AR 1433,21,C1
2012,3,16,-60,3:12,3:12,3:38,5415,196,3,0,0.18,AR 1433,22,
2012,3,15,-23,9:54,9:58,10:32,5414,17,,,1.09,,28,C2
2012,3,15,-311,8:06,8:06,8:58,5413,224,15,10,0.41,AR 1432,25,M2
2012,3,15,-3,2:18,2:22,2:46,5412,4,,,,AR 1432,23,B6
2012,3,15,-9,1:40,1:42,2:14,5411,5,,,,AR 1432,26,B6
2012,3,14,-730,15:18,15:32,17:04,5410,312,9,-1,0.29,AR 1432,62,M5
2012,3,14,-21,2:02,2:02,2:26,5409,17,,,1.09,,21,
2012,3,13,"-1,242",17:16,17:50,18:48,5408,"1,154",25,67,0.96,AR 1429,55,M7
2012,3,13,-4,11:08,11:08,11:36,5407,3,,,,AR 1432,23,
2012,3,12,-104,12:04,12:08,12:40,5406,74,11,-40,0.7,AR 1432,27,C2
2012,3,11,-20,21:52,21:58,22:22,5405,38,5,-70,0.95,,24,
2012,3,10,-41,19:10,19:12,19:54,5404,30,14,24,0.54,AR 1429,31,B8
2012,3,10,-592,17:34,17:58,18:58,5403,316,18,24,0.58,AR 1429,51,M8
2012,3,10,-695,15:42,16:02,16:50,5402,234,17,42,0.75,AR 1430,43,M1
2012,3,10,-86,8:10,8:14,8:40,5401,147,15,63,0.92,,22,B5
2012,3, 9,-166,20:04,20:10,20:52,5400,148,,,1.13,,33,M2
2012,3, 9,-9,12:24,12:30,12:56,5399,15,,,1.12,,25,C1
2012,3, 9,-106,9:20,9:26,9:56,5398,50,,,1.13,,27,
2012,3, 9,-769,3:44,4:00,5:12,5397,841,15,1,0.38,AR 1429,53,M5
2012,3, 8,-161,16:44,17:06,17:56,5396,98,,,1.06,,45,
2012,3, 8,-15,3:02,3:02,3:30,5395,29,-14,7,0.18,AR 1428,23,C5
2012,3, 7,-14,9:58,10:02,10:30,5394,15,,,1.05,,25,B5
2012,3, 7,-101,8:14,8:20,8:46,5393,76,10,-3,0.31,AR 1430,19,C2
2012,3, 7,-1,5:36,5:38,6:04,5392,3,,,,AR 1428,23,
2012,3, 7,-15,4:22,4:22,4:48,5391,22,14,-28,0.58,AR 1429,22,
2012,3, 7,-26,3:24,3:24,3:50,5390,28,17,-29,0.62,AR 1429,22,B5
2012,3, 7,"-2,592",0:18,0:42,3:08,5389,817,26,-39,0.78,AR 1429,94,X4
2012,3, 6,-38,20:24,20:24,20:50,5388,22,,,1.09,,22,C3
2012,3, 6,-9,13:44,13:46,14:10,5387,13,23,-42,0.79,AR 1429,22,B8
2012,3, 6,-48,8:02,8:02,8:30,5386,34,18,-36,0.69,AR 1429,23,
2012,3, 6,-30,4:20,4:20,4:44,5385,45,18,-38,0.72,AR 1429,21,
2012,3, 6,-39,2:02,2:02,2:28,5384,11,13,-33,0.63,AR 1429,22,C7
2012,3, 5,-24,23:04,23:06,23:30,5383,51,,,,AR 1428,22,C6
2012,3, 5,-49,19:36,19:36,20:06,5382,25,11,-39,0.69,AR 1429,24,C9
2012,3, 5,-8,7:12,7:16,7:40,5381,16,30,-52,0.9,AR 1429,23,
2012,3, 5,-809,3:44,4:06,6:14,5380,233,23,-65,0.95,AR 1429,84,X1
2012,3, 5,-47,2:38,2:44,3:14,5379,25,,,1.09,,27,B6
2012,3, 4,-86,17:36,17:36,18:08,5378,180,20,50,0.84,AR 1423,25,C2
2012,3, 4,-153,10:42,11:10,12:08,5377,268,18,-58,0.9,AR 1429,52,M2
2012,3, 2,-61,17:44,18:02,18:26,5376,97,,,1.08,,30,M2
2012,3, 1,-15,16:06,16:10,16:42,5375,17,11,9,0.35,AR 1423,27,
2012,3, 1,-2,15:32,15:34,16:00,5374,9,,,,AR 1423,23,C3
2012,3, 1,-467,9:44,9:56,11:00,5373,36,7,-11,0.32,AR 1423,47,
2012,2,29,-40,0:02,0:02,0:26,5371,28,-13,48,0.74,,21,
2012,2,28,-6,13:28,13:28,13:54,5370,4,,,1.08,,22,
2012,2,28,-72,10:42,10:46,11:14,5369,71,,,1.05,,25,
2012,2,28,-42,9:08,9:08,9:32,5368,89,17,-57,0.89,,21,
2012,2,28,-138,0:16,0:18,1:08,5367,136,8,-4,0.27,AR 1426,35,
2012,2,26,-19,23:44,23:44,0:08,5366,34,,,1.11,,21,
2012,2,26,-54,21:24,21:26,21:50,5365,20,,,1.12,,22,C3
2012,2,26,-74,5:54,5:58,6:24,5364,42,,,1.14,,24,
2012,2,24,-154,3:14,3:44,4:16,5363,27,12,-9,0.36,AR 1421,40,
2012,2,23,-465,7:52,8:20,9:08,5362,87,,,1.02,,47,
2012,2,21,-77,18:52,18:52,19:22,5361,34,,,1.09,,24,
2012,2,20,-64,19:16,19:22,19:52,5360,68,,,1.09,,27,
2012,2,20,-118,4:52,5:02,5:28,5359,48,20,-59,0.91,AR 1421,27,C5
2012,2,19,-230,8:38,9:06,9:42,5358,168,17,-14,0.47,AR 1420,41,C1
2012,2,14,-204,23:20,23:42,0:12,5357,198,31,-11,0.63,,35,B7
2012,2,14,-53,0:24,0:24,0:48,5356,33,-16,16,0.31,AR 1416,21,
2012,2,12,-31,17:50,17:50,18:14,5355,16,-22,-16,0.38,AR 1416,21,
2012,2,11,-13,16:08,16:08,16:34,5354,33,,,1.12,,22,C2
2012,2,10,-226,19:26,19:40,20:06,5353,304,40,-30,0.82,,29,
2012,2,10,-94,9:16,9:32,9:58,5352,46,-4,14,0.25,,30,
2012,2, 9,-467,20:22,20:34,21:30,5351,57,,,1.1,,42,
2012,2, 9,-193,7:48,8:16,8:44,5350,47,15,-25,0.55,,37,
2012,2, 7,-65,17:42,17:44,18:14,5349,43,,,1.17,,25,C8
2012,2, 6,-1,20:38,20:38,21:02,5348,1,,,,,20,
2012,2, 1,-63,22:00,22:04,22:44,5346,20,-32,54,0.84,AR 1411,31,
2012,2, 1,-68,9:02,9:08,9:50,5345,22,2,64,0.91,AR 1408,33,
2012,2, 1,-94,1:54,2:00,2:28,5344,29,-32,32,0.65,AR 1411,26,
2012,1,31,-33,15:30,15:34,16:08,5343,29,-30,21,0.52,AR 1411,28,
2012,1,31,-57,13:42,13:46,14:24,5342,24,6,-9,0.26,AR 1413,30,
2012,1,31,-121,7:34,7:42,8:14,5341,126,6,-14,0.32,AR 1413,29,
2012,1,30,-33,23:44,23:44,0:10,5340,20,7,-16,0.35,AR 1413,22,
2012,1,30,-72,22:18,22:24,22:52,5339,36,2,-22,0.4,AR 1413,26,
2012,1,30,-46,18:58,18:58,19:22,5338,47,2,-26,0.46,AR 1413,21,
2012,1,30,-15,4:48,4:48,5:16,5337,11,,,1.09,,23,
2012,1,30,-39,2:26,2:26,2:52,5336,66,,,1.05,,22,
2012,1,29,-19,2:00,2:04,2:32,5335,21,-28,-33,0.62,AR 1411,25,
2012,1,28,-6,2:20,2:20,2:46,5334,25,,,,AR 1408,22,
2012,1,27,"-1,795",18:06,18:56,20:08,5333,"1,732",,,1.06,,70,X3
2012,1,27,-77,3:58,4:02,4:36,5332,47,,,1.19,,28,C1
2012,1,27,-102,2:02,2:12,2:42,5331,16,,,1.11,,29,
2012,1,26,-416,4:12,4:42,5:38,5330,59,48,65,0.99,AR 1402,52,
2012,1,26,-45,1:52,1:56,2:22,5329,50,42,54,0.94,AR 1402,24,C7
2012,1,23,-28,8:48,8:48,9:14,5327,16,45,25,0.83,AR 1402,22,B4
2012,1,23,"-1,591",2:10,3:54,5:00,5326,318,33,19,0.69,AR 1402,94,X1
2012,1,22,-164,9:36,9:42,10:10,5325,151,16,-10,0.4,AR 1405,26,
2012,1,22,0,8:52,9:00,9:28,5324,0,,,,AR 1405,27,C2
2012,1,22,-25,3:46,3:46,4:20,5323,9,19,18,0.51,AR 1401,26,C3
2012,1,22,-231,2:24,2:30,3:30,5322,33,29,18,0.63,AR 1402,42,
2012,1,21,-24,13:52,13:54,14:22,5321,40,,,1.16,,24,C3
2012,1,21,-173,9:24,9:28,10:04,5320,356,24,55,0.88,,29,
2012,1,20,-29,21:14,21:14,21:40,5319,20,,,1.19,,22,C1
2012,1,19,-353,16:22,16:42,17:08,5318,149,37,-21,0.73,AR 1402,32,M3
2012,1,19,"-1,845",14:06,15:00,16:14,5317,132,37,-32,0.79,AR 1402,73,
2012,1,19,-6,13:02,13:02,13:28,5316,21,31,54,0.9,AR 1396,22,C3
2012,1,19,-160,10:14,10:18,10:54,5315,50,52,42,0.93,AR 1396,29,
2012,1,19,-121,9:40,9:42,10:06,5314,68,49,51,0.95,AR 1396,22,
2012,1,19,-139,2:22,2:26,3:22,5313,84,,,1.06,,39,
2012,1,18,-261,23:12,23:18,0:16,5312,80,31,71,0.98,AR 1398,37,C6
2012,1,18,-183,12:40,12:48,13:20,5311,79,-24,-25,0.52,AR 1399,29,
2012,1,18,-149,10:56,11:12,11:38,5310,34,-21,-12,0.35,AR 1399,30,B5
2012,1,18,-43,2:48,2:50,3:14,5309,62,10,57,0.86,AR 1398,22,
2012,1,17,-117,4:56,5:02,5:56,5307,64,12,-48,0.78,AR 1401,39,M1
2012,1,16,-53,14:02,14:02,14:42,5305,183,-19,-21,0.43,AR 1403,29,
2012,1,16,-52,12:56,12:56,13:22,5304,29,,,1.13,,22,
2012,1,16,-24,8:40,8:40,9:04,5303,17,,,1.06,,21,C2
2012,1,16,-65,5:16,5:16,5:40,5302,30,11,3,0.28,AR 1396,21,C4
2012,1,16,-822,1:48,3:20,4:12,5301,46,,,1.07,,81,
2012,1,16,-220,0:26,0:38,1:42,5300,258,,,1.11,,47,C4
2012,1,15,-7,14:16,14:16,14:40,5299,5,-20,-62,0.89,AR 1399,21,
2012,1,15,-107,5:22,5:26,5:54,5298,69,,,1.08,,25,
2012,1,14,-153,23:08,23:14,23:48,5297,51,11,-16,0.39,AR 1396,29,B4
2012,1,14,-84,20:14,20:32,21:04,5296,78,,,1.07,,33,
2012,1,14,-66,15:48,16:02,16:34,5295,12,,,1.15,,32,
2012,1,14,-23,13:26,13:26,13:58,5294,12,,,1.13,,25,M1
2012,1,14,-26,10:04,10:06,10:30,5293,32,-19,-72,0.96,,22,
2012,1,13,-408,21:32,21:48,22:48,5292,72,-20,-57,0.85,,47,
2012,1,13,-51,10:34,10:34,10:58,5291,25,,,,AR 1395,21,
2012,1,13,-50,6:38,6:38,7:04,5290,369,,,1.08,,22,C2
2012,1,13,-97,5:58,6:00,6:28,5289,34,16,-3,0.35,AR 1395,24,C2
2012,1,12,-163,21:02,21:36,21:48,5288,22,47,9,0.79,,32,
2012,1,12,-33,18:16,18:16,18:40,5287,44,20,-29,0.61,AR 1395,21,
2012,1,12,-108,8:04,8:14,8:38,5286,49,,,1.11,,26,
2012,1,12,-11,1:10,1:10,1:36,5285,2,,,,AR 1395,22,B7
2012,1,11,-129,11:22,11:32,12:00,5284,93,13,-45,0.75,AR 1395,28,C2
2012,1,10,-35,23:10,23:10,23:36,5283,24,22,29,0.63,AR 1391,22,C1
2012,1, 9,-163,19:58,20:14,20:48,5282,15,13,-69,0.95,AR 1395,34,C2
2012,1, 9,-60,17:06,17:06,17:32,5281,43,,,1.13,,22,
2012,1, 8,-135,1:52,2:00,2:48,5279,91,,,1.09,,37,
2012,1, 8,-13,1:04,1:04,1:30,5278,24,,,,AR 1391,22,
2012,1, 7,-33,21:34,21:34,22:00,5277,24,14,33,0.62,AR 1393,22,
2012,1, 7,-88,20:52,21:02,21:30,5276,21,18,31,0.61,AR 1393,27,
2012,1, 7,-20,20:24,20:24,20:48,5275,11,15,23,0.5,AR 1393,21,
2012,1, 7,-132,4:48,4:48,5:32,5274,127,,,,AR 1393,31,B4
2012,1, 7,-357,0:00,0:06,1:06,5273,248,29,29,0.69,AR 1392,42,C2
2012,1, 6,-17,12:34,12:34,13:00,5272,11,20,29,0.6,AR 1392,22,
2012,1, 6,-62,4:56,5:00,5:28,5271,30,26,19,0.58,AR 1392,25,
2012,1, 5,-495,11:50,12:16,14:58,5270,70,28,6,0.53,AR 1392,103,
2012,1, 5,-37,8:34,8:34,9:00,5269,25,40,5,0.7,AR 1392,22,
2012,1, 5,-277,7:04,7:10,7:48,5268,294,0,75,0.98,AR 1390,31,C3
2012,1, 5,-76,5:18,5:18,5:42,5267,33,-17,7,0.27,AR 1389,21,
2012,1, 4,-27,17:28,17:28,17:52,5266,40,,,,AR 1392,21,
2012,1, 4,-11,11:24,11:24,11:48,5265,15,-24,80,0.99,AR 1386,21,C1
2012,1, 4,-40,10:22,10:24,10:50,5264,33,31,-23,0.66,AR 1392,23,
2012,1, 4,-38,6:02,6:02,6:30,5263,35,,,,AR 1392,23,
2012,1, 2,-537,14:44,15:20,16:10,5262,93,,,1.04,,52,
2012,1, 1,-53,1:08,1:08,1:34,5261,139,30,-48,0.84,,22,
2012,1, 1,-117,0:02,0:04,0:28,5260,85,34,-16,0.65,AR 1390,22,
2011,12,31,-52,21:04,21:06,21:38,5259,35,-11,34,0.57,AR 1386,26,
2011,12,31,-74,18:30,18:30,18:58,5258,40,-22,31,0.59,AR 1386,23,
2011,12,31,-26,17:06,17:16,17:40,5257,42,-20,30,0.56,AR 1386,26,C1
2011,12,30,-437,20:02,20:26,21:44,5256,415,,,1.11,,59,C3
2011,12,30,-4,5:38,5:38,6:02,5255,7,,,,AR 1386,21,C1
2011,12,30,-94,4:06,4:36,5:02,5254,145,,,1.13,,37,C2
2011,12,29,-87,16:04,16:10,16:36,5253,76,,,1.14,,25,C3
2011,12,29,-44,7:04,7:04,7:32,5252,74,14,57,0.87,AR 1383,23,M1
2011,12,28,-146,21:12,21:20,21:52,5251,311,11,53,0.82,AR 1383,29,C7
2011,12,28,-4,13:48,13:48,14:12,5250,11,,,,AR 1386,21,B5
2011,12,27,-19,13:52,13:52,14:18,5249,14,,,,AR 1384,22,
2011,12,27,-39,9:28,9:34,10:02,5248,57,-19,48,0.78,AR 1387,26,C2
2011,12,27,-63,8:32,8:36,8:58,5247,34,42,-49,0.89,,22,C4
2011,12,27,-556,4:12,4:24,5:26,5246,567,-13,-33,0.57,AR 1386,46,M1
2011,12,27,-75,2:42,2:42,3:12,5245,193,-21,-34,0.63,AR 1386,24,B9
2011,12,27,-21,1:46,1:48,2:12,5244,57,-18,49,0.78,AR 1380,22,C3
2011,12,26,-395,20:34,20:38,22:08,5243,160,-24,45,0.76,AR 1387,55,M2
2011,12,26,-114,16:50,16:50,17:38,5242,92,-15,-43,0.71,AR 1386,33,C1
2011,12,26,"-1,075",11:14,11:40,13:28,5241,674,20,4,0.39,AR 1384,76,C7
2011,12,26,-77,9:48,10:06,10:38,5240,44,-23,37,0.67,AR 1387,34,C2
